Item,Count
Coagulation studies:,1
Liver function tests:,2
Serum tox screen:,2
MRI OF THE CERVICAL SPINE:,1
right upper quadrant ultrasound which revealed the following:,1
diagnosis predominating:,1
Meds on xfer:,1
Other pertinent Lab results:,1
Basic Labs Prior to discharge:,1
ANKLE FILM:,1
SHOULDER FILM:,1
precautions:,3
Please call your doctor or go to the ER if you have:,1
Approved:,1
radiological injury demonstrated the following injuries:,1
Seconary Diagnosis:,1
Antibiotic regimen:,1
DISCHRGE LABS:,1
CHEST X RAY ADMISSION:,1
Problems during hospital stay:,1
Cardiac ROS:,2
important to rule out infectious causes of enlarged lymph nodes:,1
RENAL DUPLEX IMPRESSION:,1
Please fax to:,1
Labs day of discharge:,1
Admission blood chemistry:,1
Neurological Studies:,1
CT chest and abdomen:,1
Exam on arrival:,1
taken in the ED and found to have the following injuries:,1
HIDA:,1
Spine XR:,1
CT sinuses:,1
Her initial evaluation revealed the following major injuries:,1
LEFT UPPER EXTREMITY:,1
Postgraft:,1
Follow up instructions:,1
Dilantin:,1
view her issues as such:,1
Pleural tissue:,1
RIGHT ELBOW TWO VIEWS:,1
Carotid Dupplex Doppler Ultrasound:,1
CATH RESULTS:,1
orthopedic clinic:,1
You have a follow up appointment in the Plastic surgery clinic:,1
Swan numbers:,1
where the below issues were addressed:,1
Please call your doctor or return to the ED for:,2
BILATERAL LOWER EXTREMITY ULTRASOUND DOPPLERS:,1
Habits:,2
you tumor follow up:,1
Distal common bile duct washing:,1
xPulses:,1
CT OSH:,1
She had a full cardilogy work up which included an ECHO:,1
Carotid arteries showed:,1
Shx:,1
SOURCE OF PRIMARY PEDIATRIC CARE:,1
BRONCH RUL BX:,1
CYTOLOGY RUL MASS:,1
PULMONARY FUNCTION TESTS:,2
Our interventional radiologists recommend the following:,1
METHOTREXATE LEVELS:,1
Stress ECHO at rest:,1
FOLLOW UP RECOMMENED:,1
MRI LEFT HIP:,1
CT c spine:,1
immediate injuries included:,1
following injuries:,8
Her hospital course was complicated by the following events:,1
performed:,2
Plastic surgery:,1
the OR for the following:,1
SPINE MRI:,1
Medication on Transfer:,1
serologies were sent and showed:,1
Follow up with orthopedics:,1
Follow up with neurology:,1
Call you doctor or go to the ED for:,2
ABG after apnea test:,1
LIST OF PRIMARY ISSUES DURING NICU HOSPITALIZATION:,1
SUMMARY OF PRIMARY ISSUES:,1
ON TRANSFER:,4
Hospital Course by Systems:,2
    Iron and Vitamin D supplementation:,1
Other laboratory tests:,1
Other laboratory studies:,1
first night for:,1
His injuries included:,1
DISCHARGE EXAM PERTINENTS:,1
Neuro exam on discharge:,1
Previous antibiotics:,1
FDG Cardiac viability study:,1
Brief CCU course:,1
The following labs will need to be followed up after discharge:,1
Initial BMT course:,1
BMT Course:,1
Call your doctor if:,2
clinic immediately if:,2
ambulance if :,2
PENDING DATA:,1
BIOPSY RESULTS:,2
return to the hospital if you experience any of the following:,1
Biomarker Trend:,1
biometric data were obtained:,1
Rule out exams:,1
Operative notes:,1
You will increase the dose of the Keppra as follows:,1
Decrease the dose of phenytoin as follows:,1
an EGD which revealed the following:,1
RUQ:,2
wean to essentially basline current settings:,1
electrolytes are:,1
Eye:,1
Heart Surgeon:,1
Carotid duplex dopplers:,1
Electrolytes on discharge:,1
Call your Doctor or return to the hospital if you experience:,1
IMAGING OSH:,1
with one of the counselors we discussed:,1
Cath Results:,1
LABORATORY DATA upon Transfer:,1
Laboratory data on admission:,1
CHEST SINGLE AP FILM:,1
Previous surgeries:,1
Basic Metabolic Panel Trend:,1
Hyponatremia:,3
Chronic pain:,1
EtOH abuse:,1
your insulin as follows:,1
The following are the appointments we have arranged for you:,1
upon arrival to the floor:,1
present in the right upper quadrant:,1
Initial Head CT:,2
OSH Meds upon transfer:,1
of the following occur:,1
Intoxication:,1
The follwing changes were made to your medication list:,1
Meds on transfer to CCU team:,1
Home meds prior to hospitalization:,1
Echocardiogram showed while an inpatient showed the following:,1
following prescriptions were current for the pt:,1
hospitalization and made modifications to your insulin regimen:,1
UPRIGHT AP VIEW OF THE CHEST:,1
ADMISSION CHEST COMPLAINT:,1
Injection four times a day as needed for per sliding scale:,1
Subsequent laboratory results:,1
final reccomendations are as follows per the renal service:,1
Pertinent Microbiology includes:,1
SOCIAL and FAMILY HISTORY:,2
the next one to two weeks:,1
WORKUP FOR RENAL FAILURE:,1
NEurologic exam:,1
CSF Lyme:,1
EIA:,1
REFERENCE RANGES FOR BORRELIA BURGDORFERI CSF RATIO:,1
Abdominal XR:,1
Autonomic function testing:,1
Clinical issues of significance during hospitalization:,1
VERTEX:,1
were found to be:,1
Previous Surgeries:,1
VANCO LEVELS:,1
URINE LABS:,2
CONDITION AT TIME OF TRANSFER TO NORMAL NEWBORN NURSERY:,1
following tests were done:,1
were addressed during this admission:,2
AT OHS:,1
Antibiotic summary:,1
CRI:,1
Right Leg Pain:,1
Labs from this admission:,1
present illness is as follows:,1
TRANSFER TO FLOOR:,1
Operative Note:,1
CTA BRAIN:,1
EXAM ON TRANSFER:,1
AP AND LATERAL CHEST RADIOGRAPHS:,2
OROPHARYNGEAL VIDEO FLUOROSCOPIC STUDY:,1
Surface echocardiogram:,1
FINDINGS HEAD CT:,2
You have a follow up appointment set up with Infectious Disease:,1
CHOLESTEROL PANEL:,2
Meds on transfer from floor:,1
update discharge summary:,1
IMMEDIATELY IF YOU EXPERIENCE:,1
surgery:,1
Ortho Exam:,1
ASCITIC FLUID STUDIES:,2
before this appointment:,1
She had:,1
Return to Emergency Room For:,1
Lower GI bleed:,1
Micobiology:,1
PMV:,1
SWALLOWING:,1
While in intensive care unit:,1
CT Chest FNA:,1
FNA lung mass:,1
Soc:,1
Outside hospital Lab results:,1
Echo at OSH:,1
CT Hepatic Drainage:,1
Floor Labs:,1
Specifically:,1
Return to the emergency room if:,1
Please adhere to your medication regimen:,1
Current Therapy:,1
Previous Chemotherapy:,1
Previous Radiation:,1
    infants who meet any of the following criteria:,1
Her diet is as follows:,1
emergency room if you experience:,1
Acute on Chronic Renal Insufficiency:,1
Cortisol Insufficiency:,1
Rheumatoid Arthritis:,1
Phlebitis:,1
New Medications include:,1
Dose changes include:,1
Discontinued medications include:,1
physicians:,3
Clinics:,1
OTHER DATA:,1
INITIAL CXR:,1
We are making a few changes to your outpatient medications:,1
In ICU:,2
For Right Hip Wound:,1
OSH Cultures:,1
Tylenol level:,1
Patient Discharge Plan :,2
following problems develop:,1
right away if any of the following problems develop:,1
Also follow up with your PCP after your discharge:,1
CT UPPER EXTREMITY WITHOUT CONTRAST:,1
Follow up appointments scheduled and recommended:,1
Follow up appointments recommended or scheduled:,1
Septic Shock Labs:,1
within the next one to two weeks:,1
You also have the following appointments made:,1
Lower extremity exam:,1
following has been recommended:,1
Physical Exam on admission to floor:,1
significant events:,1
carcinoma:,1
Consults:,3
Hospital course by problem to follow:,1
is an important appointment to keep:,1
evaluation for your pancreas:,1
The following appointments has been scheduled for you:,1
following appointment has been scheduled:,1
Replete with fiber Full strength:,1
cardiology:,1
PERTINANT LABS:,1
HEP:,1
examination was as follows:,1
CSF Cx:,1
some time following discharge:,1
These other medications were added:,1
These medications were stopped:,1
TRACH TYPE:,1
DISCHARGE EKG:,1
VEIN MAPPING:,1
Lipid:,1
Follow up for this infant include:,1
Immunizations recommended are as follows:,1
Cx:,1
episodes of hypoglycemia if he does not eat following insulin:,1
Floor Transfer:,1
ABD CT:,2
Call your doctor or go to the emergency room if you experience:,1
ED Imaging:,1
consultation included:,1
Please make these changes to your home medications:,1
Significant labs at OSH:,1
PE on call out from MICU:,1
Cannulation:,1
Cholangiogram:,1
On the medical floor:,1
Studies performed at OSH:,1
signs and symptoms:,1
Please have following labs done weekly:,1
aid in your recovery:,1
Her postoperative course will now be broken down by systems:,1
Primary care visit:,1
Catherization results:,1
STUDY:,1
Venous Duplex:,1
Surgical Management:,1
vitals HR:,1
His discharging diagnoses include:,1
CT Chest without contrast:,1
CT Head with contrast:,1
and by systems is as follows:,1
Please call or return to the ER if you develop:,1
CT Lower extremities:,1
    Preliminary findings:,1
Initial Eval in MICU:,1
Followup appointments include:,1
    for infants who meet any of the following three criteria:,1
We have changed your medications:,1
Trnasitional Issues:,2
MRI on admission showed:,1
REVIEW OF COURSE BY SYSTEMS:,1
Previous semiologies:,1
Other diagnostic tests included:,1
Admission exam:,1
EXAM POST TPA:,1
SUBSEQUENT CTA BRAIN:,1
CEREBRAL ANGIOGRAM:,2
arteriograms were performed from these locations:,1
Hospital Course on Neurology Floor:,1
The following tests were sent:,1
Issues and hospital course:,1
made in your medications:,1
who has:,1
Medicine Course:,2
Taken to the operating room for:,1
dissection:,1
Per floor admission note:,1
Medication Change Summary:,1
PRINCIPAL PROCEDURE:,1
outlined as follows:,1
 BLUE DYE BEDSIDE SWALLOWING EVALUATION:,1
BLUE DYE SWALLOWING ASSESSMENT:,1
Meds in MICU:,1
    in addition:,1
Follow up appointments to be scheduled include:,1
Per MICU admit note:,1
which are:,1
Signs and symptoms of peripheral aneurysm may include:,1
Appendix:,1
CT CEREBRAL ANGIOGRAM:,1
Per report:,1
OSH scans:,1
BRIEF SUMMARY OF ICU COURSE:,1
BRIEF SUMMARY OF FLOOR COURSE:,1
HOME MEDS per OMR:,1
Urine lytes:,1
LFT Trend:,3
Labwork to be done every Monday and Thursday:,1
EKG on admission in the setting of anemia and active bleeding:,1
Follow up appointments recommended include:,1
Labs from outside hospital:,1
MEDS at nursing home:,1
meds on transfer from sicu:,1
Every Monday and Thursday:,1
FROM PREVIOUS DISCHARGE SUMMARY:,1
Call your doctor or return to the ER if you experience:,2
to trach care:,1
AFTER YOU LEAVE:,2
Gather the items you will need:,1
Gather the things you will need before you start:,1
cannula:,1
the steps below to change your trach tube at home:,1
items you will need to clean your stoma:,1
things you will need:,1
Follow these steps to change twill ties:,1
MR LEFT ANKLE WITH AND WITHOUT CONTRAST:,1
Tobacco:,4
and we made the following changes to your medicines:,1
The following changes have been made your medications:,1
course by systems follows:,1
Esophageal tissue pathology:,1
Home respr care:,1
Feeds and nutrition:,1
  Feeding options at discharge:,1
Ophthalmology exams for ROP:,1
We made multiple changes to your medications:,1
Routine health care maintenance:,1
additional mediations:,1
This includes:,1
The following appointments were made for you:,2
Respiratory System:,1
Cardiovascular System:,1
On admission to the ICU:,1
Urine chemistry:,1
Muscle Strength:,1
Muscule Stretch Reflexes:,1
RIGHT UNILATERAL LOWER EXTREMITY VENOUS ULTRASOUND:,1
action and would add the following:,1
see below:,1
PHYSICAL EXAMINATION IN THE NEONATAL INTENSIVE CARE UNIT:,1
Room with the following conditions:,1
course outlined below:,1
On day of admission:,1
following medication has been added to your home regimen:,1
Oncologic:,2
nursery with the following recommendations:,1
Past Obstetric History:,3
Continue with your feedings via your feeding tube:,1
Return to the Emergency Room for:,1
MEDs on Xfer:,1
PA and Lat CXR:,1
Cardiac Cath findings:,1
Surghx:,2
Initial CT Head:,1
Take your medications as follows:,1
For your information:,1
on presentation to OSH:,1
CT Abd and Pelvis:,1
PROPHY:,1
HOPSITAL COURSE BY PROBLEM:,1
MEDS at OSH:,1
Active issues by problem:,1
CT AT PRESENTATION:,1
CAROTID US:,2
obtained:,1
POSTOP CT:,1
Per neuro surgery:,1
Librium taper as following:,1
Speech and Swallow Consultation:,1
active problem is as follows:,1
Abdominal Test:,1
Important outpatient issues discussed with the primary MD:,1
Other changes to your home medications are:,1
Hypoxic Respiratory Distress:,1
Atrial fibrillation:,2
Metabolic alkalosis:,1
Junctional Bradycardia:,1
Hypernatremia:,2
as your primary care physician in the next week:,1
been made:,1
A follow up MRI showed:,1
Abdominal wall fascia:,1
NAME OF OPERATION:,1
Brief hospital course after ICU by problem below:,1
Please notify a doctor if pt experiences:,1
You will need to call the gastroenterology department at:,1
CT Facial:,1
CT OF THE PELVIS WITH INTRAVENOUS CONTRAST AND RECTAL CONTRAST:,1
Following is a brief summary of his hospital course:,1
called to:,1
Secondary DX:,4
of the warning signs listed below:,1
Other past medical History:,1
ANDWITHOUT CONTRAST:,1
take this with the following regimen:,1
THIS IS A CONTINUATION OF A PREVIOUS DISCHARGE SUMMARY:,1
PROCEDURES DURING THIS ADMISSION:,1
To Do at Rehab:,1
Jejunum and Gallstone:,1
issues during the hospitalization included:,1
MRI hips:,1
Outlined by problem is his hospital course:,1
URINES STUDIES:,1
take them as directed once you are discharged:,1
These medications were changed from your normal home regimen:,1
when you are discharged:,1
MEDICATIONS ON TRANSFER FROM BORNWOOD:,1
summarized as follows:,3
By System:,1
diagnosis of:,1
ADDENDUM CONTINUATION:,2
OSTEOPOROSIS:,1
SURGEONS:,1
The following medications have been changed to:,1
Vascular leg studies:,1
labs on admission:,2
CARDIAC IMAGING:,2
Keep the following appointment with your PCP:,1
chest CT:,1
Here are the changes we have made to your medications:,1
course by key issues:,1
Goals of Care:,2
List from rehab:,1
Labs on Transfer to Medicine:,1
HOSPITAL COURSE UP TO THIS POINT IS SUMMARIZED FIRST:,1
Medication on transfer to CCU:,1
Medications recieved at OSH:,1
your coronary artery disease:,1
Unless you were told not to bear any weight on operative foot:,2
Distal esophageal mucosal biopsy:,1
The following changes have been made to your medication:,2
PSurghx:,1
Reflex examination:,1
LEFT SHOULDER PLAIN FILM:,1
Bronchial lavage:,5
On previous hospital stays:,1
Hospital course labs:,1
Her course was complicated by the following:,1
Chemistry on admission:,1
Chemistry on discharge:,1
Resistive indices are as follows:,1
this week:,1
Pre Drainage:,1
Post Drainage:,1
MIC:,1
to do to prevent rehospitalization or getting much sicker are:,1
Duodenostomy Drain Care:,1
Jejunostomy Tube Care:,1
Per Opt ID note:,1
Medications STOPPED:,2
Medications CHANGED:,1
Remaining hospital course by issues:,1
DILANTIN LEVELS:,2
Seizures:,1
Hypercholesterolemia:,1
Chronic renal failure:,2
NCCT R shoulder:,1
Opthamology:,3
PE at discharge:,3
Active Issues This Admission:,1
Transfer to Medcine:,1
TRASNITIONAL ISSUES:,1
Advanced directives:,1
Also see:,1
You anticoagulation should be managed as follows:,1
findings:,1
PHYSICAL EXAMINATION ON TRANSFER TO THE NEUROLOGY FLOOR:,1
BLOOD CULTURE:,2
Left upper extremity ultrasound:,1
FOLLOWUP PLANS:,1
following diet with additional recommendations:,1
Here are other appointments that you have approaching:,1
Continue factor VIII replacement as follows:,1
REPEAT CXR:,1
Labs from day of death:,1
PAST PERTINENT SURGICAL HISTORY:,1
 Wound care:,1
Sinus CT:,1
Acute Renal insufficiency:,1
Meds on retransfer to Oncology from ICU:,1
ACTIVE ISSUES THIS ADMISSION:,1
Please note the following change to your medications:,1
